"","Taxagroup","Family","Subfamily","Taxon","gra","min","xyl","shr","gat","aff","pff","pre","par","oth"
"1908","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura hesperiae",0,0,0,7,3,0,0,0,0,0
"1909","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura illiesi",0,0,0,7,3,0,0,0,0,0
"1910","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura kownackorum",0,0,0,7,3,0,0,0,0,0
"1911","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura lacustris",2,0,0,0,8,0,0,0,0,0
"1912","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura linguata",0,0,0,7,3,0,0,0,0,0
"1913","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura longicauda",0,0,0,7,3,0,0,0,0,0
"1914","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura lucana",0,0,0,7,3,0,0,0,0,0
"1915","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura marginata",0,0,0,7,3,0,0,0,0,0
"1916","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura martynovia",0,0,0,7,3,0,0,0,0,0
"1917","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura minima",0,0,0,7,3,0,0,0,0,0
"1918","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura monae",0,0,0,7,3,0,0,0,0,0
"1919","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura monticola",0,0,0,7,3,0,0,0,0,0
"1920","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura mortoni",1,0,0,2,7,0,0,0,0,0
"1921","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura moselyi",0,0,0,7,3,0,0,0,0,0
"1922","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura navasi",0,0,0,7,3,0,0,0,0,0
"1923","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura obtusa",0,0,0,7,3,0,0,0,0,0
"1924","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura oropensis",0,0,0,7,3,0,0,0,0,0
"1925","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura ovoidalis",0,0,0,7,3,0,0,0,0,0
"1926","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura pallida",0,0,0,7,3,0,0,0,0,0
"1927","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura palliventris",0,0,0,7,3,0,0,0,0,0
"1928","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura peristeri",0,0,0,7,3,0,0,0,0,0
"1929","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura pesarinii",0,0,0,7,3,0,0,0,0,0
"1930","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura pirinensis",0,0,0,7,3,0,0,0,0,0
"1931","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura pseudoerratica",0,0,0,7,3,0,0,0,0,0
"1932","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura pygmaea",0,0,0,7,3,0,0,0,0,0
"1933","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura rifensis",0,0,0,7,3,0,0,0,0,0
"1934","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura rivorum",0,0,0,7,3,0,0,0,0,0
"1935","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura sahlbergi",0,0,0,6,4,0,0,0,0,0
"1936","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura sciurus",0,0,0,7,3,0,0,0,0,0
"1937","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura sinuata",0,0,0,7,3,0,0,0,0,0
"1938","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura subtilis",0,0,0,7,3,0,0,0,0,0
"1939","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura taurica",0,0,0,7,3,0,0,0,0,0
"1940","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura transsylvanica",0,0,0,7,3,0,0,0,0,0
"1941","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura uncinata",0,0,0,7,3,0,0,0,0,0
"1942","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura undulata",0,0,0,7,3,0,0,0,0,0
"1943","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura viki",0,0,0,7,3,0,0,0,0,0
"1944","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura vinconi",0,0,0,7,3,0,0,0,0,0
"1945","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura wittmeri",0,0,0,7,3,0,0,0,0,0
"1946","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura xistralensis",0,0,0,7,3,0,0,0,0,0
"1947","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemoura zwicki",0,0,0,7,3,0,0,0,0,0
"1948","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Nemurella pictetii",2,0,0,4,4,0,0,0,0,0
"1949","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura abchasica",3,0,0,5,2,0,0,0,0,0
"1950","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura aculeata",3,0,0,5,2,0,0,0,0,0
"1951","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura aestiva",3,0,0,5,2,0,0,0,0,0
"1952","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura aki",3,0,0,5,2,0,0,0,0,0
"1953","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura albanica",3,0,0,5,2,0,0,0,0,0
"1954","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura alcazaba",3,0,0,5,2,0,0,0,0,0
"1955","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura algirica",3,0,0,5,2,0,0,0,0,0
"1956","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura algovia",3,0,0,5,2,0,0,0,0,0
"1957","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura alticola",3,0,0,5,2,0,0,0,0,0
"1958","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura androsiana",3,0,0,5,2,0,0,0,0,0
"1959","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura angelieri",3,0,0,5,2,0,0,0,0,0
"1960","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura aroania",3,0,0,5,2,0,0,0,0,0
"1961","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura asturica",3,0,0,5,2,0,0,0,0,0
"1962","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura auberti",3,0,0,5,2,0,0,0,0,0
"1963","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura ausonia ausonia",3,0,0,5,2,0,0,0,0,0
"1964","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura ausonia padana",3,0,0,5,2,0,0,0,0,0
"1965","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura austriaca",3,0,0,5,2,0,0,0,0,0
"1966","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura bacurianica adana",3,0,0,5,2,0,0,0,0,0
"1967","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura bacurianica bacurianica",3,0,0,5,2,0,0,0,0,0
"1968","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura bacurianica bythinica",3,0,0,5,2,0,0,0,0,0
"1969","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura beatensis",3,0,0,5,2,0,0,0,0,0
"1970","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura beaumonti",3,0,0,5,2,0,0,0,0,0
"1971","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura besucheti",3,0,0,5,2,0,0,0,0,0
"1972","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura bifida",3,0,0,5,2,0,0,0,0,0
"1973","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura bipartita",3,0,0,5,2,0,0,0,0,0
"1974","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura brachystyla",3,0,0,5,2,0,0,0,0,0
"1975","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura brevistyla",3,0,0,5,2,0,0,0,0,0
"1976","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura brittaini",3,0,0,5,2,0,0,0,0,0
"1977","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura bucolica",3,0,0,5,2,0,0,0,0,0
"1978","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura canigolensis",3,0,0,5,2,0,0,0,0,0
"1979","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura capitata",3,0,0,5,2,0,0,0,0,0
"1980","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura caprai",3,0,0,5,2,0,0,0,0,0
"1981","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura consiglioi",3,0,0,5,2,0,0,0,0,0
"1982","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura corsicana",3,0,0,5,2,0,0,0,0,0
"1983","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura costai",3,0,0,5,2,0,0,0,0,0
"1984","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura cressa",3,0,0,5,2,0,0,0,0,0
"1985","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura culmenis",3,0,0,5,2,0,0,0,0,0
"1986","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura dilatata",3,0,0,5,2,0,0,0,0,0
"1987","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura elisabethae",3,0,0,5,2,0,0,0,0,0
"1988","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura eumontana",3,0,0,5,2,0,0,0,0,0
"1989","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura fusunae",3,0,0,5,2,0,0,0,0,0
"1990","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura gladifera",3,0,0,5,2,0,0,0,0,0
"1991","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura globosa",3,0,0,5,2,0,0,0,0,0
"1992","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura helenae",3,0,0,5,2,0,0,0,0,0
"1993","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura hiberiaca",3,0,0,5,2,0,0,0,0,0
"1994","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura hirpina",3,0,0,5,2,0,0,0,0,0
"1995","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura hispanica",3,0,0,5,2,0,0,0,0,0
"1996","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura hrabei",3,0,0,5,2,0,0,0,0,0
"1997","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura ichnusae",3,0,0,5,2,0,0,0,0,0
"1998","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura illiesi",3,0,0,5,2,0,0,0,0,0
"1999","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura intricata intricata",1,0,0,2,7,0,0,0,0,0
"2000","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura intricata pseudintricata",3,0,0,5,2,0,0,0,0,0
"2001","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura intricata taygetiana",3,0,0,5,2,0,0,0,0,0
"2002","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura isabellae",3,0,0,5,2,0,0,0,0,0
"2003","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura italica",3,0,0,5,2,0,0,0,0,0
"2004","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura izmiriana",3,0,0,5,2,0,0,0,0,0
"2005","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura julia",3,0,0,5,2,0,0,0,0,0
"2006","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura lagrecai",3,0,0,5,2,0,0,0,0,0
"2007","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura lateralis",3,0,0,5,2,0,0,0,0,0
"2008","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura libanocypria",3,0,0,5,2,0,0,0,0,0
"2009","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura macrura",3,0,0,5,2,0,0,0,0,0
"2010","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura malickyi",3,0,0,5,2,0,0,0,0,0
"2011","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura mattheyi",3,0,0,5,2,0,0,0,0,0
"2012","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura meyeri",3,0,0,5,2,0,0,0,0,0
"2013","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura miatchense",3,0,0,5,2,0,0,0,0,0
"2014","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura microstyla",3,0,0,5,2,0,0,0,0,0
"2015","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura montana",3,0,0,5,2,0,0,0,0,0
"2016","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura navacerrada",3,0,0,5,2,0,0,0,0,0
"2017","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura nimborella",3,0,0,5,2,0,0,0,0,0
"2018","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura nimborum",3,0,0,5,2,0,0,0,0,0
"2019","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura nitida",3,0,0,5,2,0,0,0,0,0
"2020","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura oitica",3,0,0,5,2,0,0,0,0,0
"2021","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura oreas",3,0,0,5,2,0,0,0,0,0
"2022","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura praecox graeca",3,0,0,5,2,0,0,0,0,0
"2023","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura praecox praecox",3,0,0,5,2,0,0,0,0,0
"2024","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura pseudonimborum",3,0,0,5,2,0,0,0,0,0
"2025","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura pyrenaica",3,0,0,5,2,0,0,0,0,0
"2026","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura rauschi",3,0,0,5,2,0,0,0,0,0
"2027","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura ressli",3,0,0,5,2,0,0,0,0,0
"2028","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura risi",3,0,0,5,2,0,0,0,0,0
"2029","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura ruffoi",3,0,0,5,2,0,0,0,0,0
"2030","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura salfii",3,0,0,5,2,0,0,0,0,0
"2031","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura sicula",3,0,0,5,2,0,0,0,0,0
"2032","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura siveci",3,0,0,5,2,0,0,0,0,0
"2033","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura spinulata",3,0,0,5,2,0,0,0,0,0
"2034","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura spinulosa",3,0,0,5,2,0,0,0,0,0
"2035","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura strandschaensis",3,0,0,5,2,0,0,0,0,0
"2036","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura talboti",3,0,0,5,2,0,0,0,0,0
"2037","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura tarda",3,0,0,5,2,0,0,0,0,0
"2038","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura teberdensis",3,0,0,5,2,0,0,0,0,0
"2039","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura triangulata",3,0,0,5,2,0,0,0,0,0
"2040","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura tuberculata",3,0,0,5,2,0,0,0,0,0
"2041","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura tyrrhena",3,0,0,5,2,0,0,0,0,0
"2042","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura umbrosa",3,0,0,5,2,0,0,0,0,0
"2043","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura vandeli",3,0,0,5,2,0,0,0,0,0
"2044","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura vercingetorix",3,0,0,5,2,0,0,0,0,0
"2045","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura vernalis",3,0,0,5,2,0,0,0,0,0
"2046","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura viridis",3,0,0,5,2,0,0,0,0,0
"2047","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura vonbursa",3,0,0,5,2,0,0,0,0,0
"2048","Plecoptera","NEMOURIDAE","[Fam:NEMOURIDAE]","Protonemura zhiltzovae",3,0,0,5,2,0,0,0,0,0
"2049","Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Agnetina elegantula",0,0,0,0,0,0,0,10,0,0
"2050","Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Agnetina senilis",1,0,0,0,0,0,0,9,0,0
"2051","Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Agnetina werneri",1,0,0,0,0,0,0,9,0,0
"2052","Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Dinocras cephalotes",1,0,0,0,0,0,0,9,0,0
"2053","Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Dinocras ferreri",1,0,0,0,0,0,0,9,0,0
"2054","Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Dinocras megacephala",1,0,0,0,0,0,0,9,0,0
"2055","Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Eoperla ochracea",0,0,0,0,2,0,0,8,0,0
"2056","Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Marthamea selysii",0,0,0,0,2,0,0,8,0,0
"2057","Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Marthamea vitripennis",0,0,0,0,2,0,0,8,0,0
"2058","Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla abdominalis",1,0,0,0,0,0,0,9,0,0
"2059","Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla bipunctata",1,0,0,0,0,0,0,9,0,0
"2060","Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla carantana",1,0,0,0,0,0,0,9,0,0
"2061","Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla caucasica",1,0,0,0,0,0,0,9,0,0
"2062","Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla grandis",1,0,0,0,0,0,0,9,0,0
"2063","Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla hrovati",1,0,0,0,0,0,0,9,0,0
"2064","Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla illiesi",1,0,0,0,0,0,0,9,0,0
"2065","Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla kiritshenkoi",1,0,0,0,0,0,0,9,0,0
"2066","Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla madritensis",1,0,0,0,0,0,0,9,0,0
"2067","Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla marginata",1,0,0,0,0,0,0,9,0,0
"2068","Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla pallida",1,0,0,0,0,0,0,9,0,0
"2069","Plecoptera","PERLIDAE","[Fam:PERLIDAE]","Perla zwicki",1,0,0,0,0,0,0,9,0,0
"2070","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Arcynopteryx compacta",2,0,0,0,0,0,0,8,0,0
"2071","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Besdolus bicolor",0,0,0,0,0,0,0,10,0,0
"2072","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Besdolus illyricus",0,0,0,0,0,0,0,10,0,0
"2073","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Besdolus imhoffi",0,0,0,0,0,0,0,10,0,0
"2074","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Besdolus ravizzarum",0,0,0,0,0,0,0,10,0,0
"2075","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Besdolus ventralis",0,0,0,0,0,0,0,10,0,0
"2076","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Bulgaroperla mirabilis caucasica",2,0,0,0,0,0,0,8,0,0
"2077","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Bulgaroperla mirabilis mirabilis",2,0,0,0,0,0,0,8,0,0
"2078","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Bulgaroperla mirabilis nigrita",2,0,0,0,0,0,0,8,0,0
"2079","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Dictyogenus alpinum",0,0,0,0,2,0,0,8,0,0
"2080","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Dictyogenus fontium",1,0,0,1,1,0,0,7,0,0
"2081","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Diura bicaudata",0,0,0,0,0,0,0,10,0,0
"2082","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Diura nanseni",0,0,0,0,0,0,0,10,0,0
"2083","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Hemimelaena flaviventris",2,0,0,0,0,0,0,8,0,0
"2084","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isogenus nubecula",0,0,0,0,0,0,0,10,0,0
"2085","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla acicularis",3,0,0,0,0,0,0,7,0,0
"2086","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla albanica",1,0,0,1,1,0,0,7,0,0
"2087","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla ambigua",1,0,0,1,1,0,0,7,0,0
"2088","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla andreinii",1,0,0,1,1,0,0,7,0,0
"2089","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla armeniaca",1,0,0,1,1,0,0,7,0,0
"2090","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla auberti",1,0,0,1,1,0,0,7,0,0
"2091","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla belai",1,0,0,1,1,0,0,7,0,0
"2092","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla bipartita",1,0,0,1,1,0,0,7,0,0
"2093","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla bithynica",1,0,0,1,1,0,0,7,0,0
"2094","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla breviptera",1,0,0,1,1,0,0,7,0,0
"2095","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla buresi",1,0,0,1,1,0,0,7,0,0
"2096","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla carbonaria",0,0,0,0,0,0,0,10,0,0
"2097","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla carpathica",1,0,0,1,1,0,0,7,0,0
"2098","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla chius",1,0,0,1,1,0,0,7,0,0
"2099","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla curtata",6,0,0,0,3,0,0,1,0,0
"2100","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla difformis",1,0,0,1,1,0,0,7,0,0
"2101","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla flava",1,0,0,1,1,0,0,7,0,0
"2102","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla goertzi",1,0,0,1,1,0,0,7,0,0
"2103","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla grammatica",1,0,0,1,1,0,0,7,0,0
"2104","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla hyblaea",1,0,0,1,1,0,0,7,0,0
"2105","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla ikariae",1,0,0,1,1,0,0,7,0,0
"2106","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla illyrica",1,0,0,1,1,0,0,7,0,0
"2107","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla ilvana",1,0,0,1,1,0,0,7,0,0
"2108","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla inermis",1,0,0,1,1,0,0,7,0,0
"2109","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla insularis",1,0,0,1,1,0,0,7,0,0
"2110","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla kir",1,0,0,1,1,0,0,7,0,0
"2111","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla lesbica",1,0,0,1,1,0,0,7,0,0
"2112","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla lugens",1,0,0,1,1,0,0,7,0,0
"2113","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla luzoni",1,0,0,1,1,0,0,7,0,0
"2114","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla moselyi",3,0,0,0,0,0,0,7,0,0
"2115","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla nevada",1,0,0,1,1,0,0,7,0,0
"2116","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla obscura",1,0,0,1,1,0,0,7,0,0
"2117","Plecoptera","PERLODIDAE","[Fam:PERLODIDAE]","Isoperla oenotriae",1,0,0,1,1,0,0,7,0,0
