v.19.2.18,,,Trait category,MORPHOLOGY,,,,,LIFE HISTORY,,,,LIFE HISTORY,,,LIFE HISTORY,,LIFE HISTORY,,,,,LIFE HISTORY,,,LIFE HISTORY,,,,LIFE HISTORY,,,MOBILITY,,,MOBILITY,,,,MORPHOLOGY,,,MORPHOLOGY,,,,RESOURCE ACQUISITION,,,,,,RESOURCE ACQUISITION,,,MORPHOLOGY,,,,LIFE HISTORY,,
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius kuscheli,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius macburneyi,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,2,2,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius mariae,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius montanus,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius ngaire,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius patricki,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,2,2,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius peglegensis,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius pilosus,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,1,3,0,3,1,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius takahe,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius truncus,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius unicolor,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,2,2,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius uniramus,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,3,1,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandobius,Zelandobius wardi,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,2,2,0,0,0,0,3,3,0,0,0,2,2,0,3,0,0,0,3,0,0,0,3,0,0,1,3,0,1,3,0,0,0,0,0,1,3,3,1,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandoperla,Zelandoperla agnetis,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,1,3,0,0,3,0,0,0,3,0,0,3,2,0,0,3,0,0,0,0,0,2,2,2,2,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandoperla,Zelandoperla decorata,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,1,3,0,0,3,0,0,0,3,0,0,3,2,0,0,3,0,0,0,0,0,2,2,2,2,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandoperla,Zelandoperla denticulata,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,2,1,0,0,3,0,0,0,3,0,0,3,2,0,0,3,0,0,0,0,0,2,2,2,2,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandoperla,Zelandoperla fenestrata,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,1,3,0,0,3,0,0,0,3,0,0,3,2,0,0,3,0,0,0,0,0,2,2,2,2,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandoperla,Zelandoperla pennulata,0,0,2,2,0,0,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,2,1,0,0,3,0,0,0,3,0,0,3,2,0,0,3,0,0,0,0,0,2,2,2,2,0,0,0,3,0
Plecoptera,Gripopterygidae,Zelandoperla,Zelandoperla tillyardi,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,2,1,0,0,3,0,0,0,3,0,0,3,2,0,0,3,0,0,0,0,0,2,2,2,2,0,0,0,3,0
Trichoptera,Calocidae,Pycnocentrella,Pycnocentrella eruensis,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Chathamiidae,Chathamia,Chathamia brevipennis,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,1,0,0,0,0,3,0,3,0,0,0,3,0,3,1,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,2,2,2,3,0,0,0,0,3
Trichoptera,Chathamiidae,Chathamia,Chathamia integripennis,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,1,0,0,0,0,3,0,3,0,0,0,3,0,2,2,1,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,2,2,2,3,0,0,0,0,3
Trichoptera,Hydrobiosidae,Atrachorema,Atrachorema macfarlanei,0,0,2,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,1,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Atrachorema,Atrachorema mangu,0,0,2,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,1,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Atrachorema,Atrachorema tuarua,0,0,2,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,1,0,3,0,0,0,3,2,1,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Ecnomidae,Ecnomina,Ecnomina zealandica,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,2,1,0,0,0,0,3,0,3,0,0,3,1,0,2,2,0,0,1,0,2,0,3,2,0,0,3,0,0,0,0,3,1,0,0,2,2,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Costachorema,Costachorema brachypterum,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,2,2,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Costachorema,Costachorema callistum,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,2,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Costachorema,Costachorema hebdomon,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,2,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Costachorema,Costachorema hecton,0,0,3,1,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Costachorema,Costachorema notopterum,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Costachorema,Costachorema peninsulae,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Costachorema,Costachorema psaropterum,0,0,3,1,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,2,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Costachorema,Costachorema xanthopterum,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,2,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Edpercivalia,Edpercivalia maxima,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Chathamiidae,Philanisus,Philanisus fasciatus,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,1,0,0,0,0,3,0,3,0,0,0,3,0,2,2,1,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,2,0,2,3,0,0,0,0,3
Trichoptera,Chathamiidae,Philanisus,Philanisus mataua,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,1,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,2,0,2,3,0,0,0,0,3
Trichoptera,Hydrobiosidae,Edpercivalia,Edpercivalia banksiensis,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Edpercivalia,Edpercivalia borealis,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Edpercivalia,Edpercivalia cassicola,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,3,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Edpercivalia,Edpercivalia dugdalei,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Edpercivalia,Edpercivalia flintorum,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Edpercivalia,Edpercivalia fusca,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Edpercivalia,Edpercivalia harrisoni,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,1,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Edpercivalia,Edpercivalia morrisi,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,1,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Edpercivalia,Edpercivalia oriens,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Edpercivalia,Edpercivalia shandi,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,1,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Edpercivalia,Edpercivalia spaini,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Edpercivalia,Edpercivalia thomasoni,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Edpercivalia,Edpercivalia schistaria,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Edpercivalia,Edpercivalia tahatika,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Edpercivalia,Edpercivalia smithi,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Erichorema,Erichorema basale,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrobiosis,Hydrobiosis parumbripennis,0,0,1,3,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,3,1,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Chathamiidae,Philanisus,Philanisus plebeius,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,1,0,0,0,0,3,0,3,0,0,0,3,0,2,2,1,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,3,2,0,2,3,0,0,0,0,3
Trichoptera,Conoesucidae,Beraeoptera,Beraeoptera roria,2,2,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,2,0,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,2,3,0,0,0,0,3
Trichoptera,Conoesucidae,Pycnocentrodes,Pycnocentrodes aureolus,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,2,1,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,2,2,2,3,0,0,0,0,3
Trichoptera,Conoesucidae,Pycnocentrodes,Pycnocentrodes aeris,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,2,1,0,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,2,2,2,3,0,0,0,0,3
Trichoptera,Conoesucidae,Confluens,Confluens hamiltoni,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,2,0,0,3,0,0,3,0,0,0,0,3,0,2,3,0,0,0,0,2,2,0,2,3,0,0,0,0,3
Trichoptera,Conoesucidae,Confluens,Confluens olingoides,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,2,0,0,3,0,0,3,0,0,0,0,3,0,2,3,0,0,0,0,2,2,0,2,3,0,0,0,0,3
Trichoptera,Conoesucidae,Olinga,Olinga feredayi,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,2,0,0,3,0,0,3,0,0,0,0,3,0,1,3,0,0,0,0,0,0,3,2,3,0,0,0,0,3
Trichoptera,Conoesucidae,Olinga,Olinga fumosa,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,2,0,0,3,0,0,3,0,0,0,0,3,0,1,3,0,0,0,0,0,0,3,2,3,0,0,0,0,3
Trichoptera,Conoesucidae,Olinga,Olinga jeanae,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,2,0,0,3,0,0,3,0,0,0,0,3,0,1,3,0,0,0,0,0,0,3,2,3,0,0,0,0,3
Trichoptera,Conoesucidae,Olinga,Olinga christinae,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,2,0,0,3,0,0,3,0,0,0,0,3,0,1,3,0,0,0,0,0,0,3,2,3,0,0,0,0,3
Trichoptera,Conoesucidae,Periwinkla,Periwinkla childi,2,2,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,1,0,0,3,0,0,3,0,0,0,0,3,0,1,3,0,0,0,0,0,2,2,2,2,0,0,0,0,3
Trichoptera,Conoesucidae,Pycnocentria,Pycnocentria evecta,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,2,0,0,3,0,0,3,0,0,0,0,3,0,2,2,0,0,0,0,0,2,1,3,0,0,0,0,0,3
Trichoptera,Ecnomidae,Zelandoptila,Zelandoptila moselyi,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,2,1,0,0,0,0,3,0,3,0,0,0,3,0,1,2,0,0,1,0,2,0,3,2,0,0,3,0,0,0,0,3,1,0,0,2,2,3,0,0,0,0,0,3
Trichoptera,Conoesucidae,Pycnocentria,Pycnocentria forcipata,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,2,0,0,3,0,0,3,0,0,0,0,3,0,2,2,0,0,0,0,1,2,0,3,0,0,0,0,0,3
Trichoptera,Conoesucidae,Pycnocentria,Pycnocentria funerea,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,2,0,0,3,2,0,3,0,0,0,0,3,0,3,1,0,0,0,0,1,2,0,3,0,0,0,0,0,3
Trichoptera,Conoesucidae,Pycnocentria,Pycnocentria gunni,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,2,0,0,3,0,0,3,0,0,0,0,3,0,2,2,0,0,0,0,1,2,0,3,0,0,0,0,0,3
Trichoptera,Conoesucidae,Pycnocentria,Pycnocentria hawdonia,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,2,0,0,3,1,0,3,0,0,0,0,3,0,2,2,0,0,0,0,1,2,0,3,0,0,0,0,0,3
Trichoptera,Conoesucidae,Pycnocentria,Pycnocentria mordax,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,2,0,0,3,1,0,3,0,0,0,0,3,0,2,2,0,0,0,0,1,2,0,3,0,0,0,0,0,3
Trichoptera,Conoesucidae,Pycnocentria,Pycnocentria patricki,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,2,2,0,0,3,1,0,3,0,0,0,0,3,0,2,2,0,0,0,0,1,2,0,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrobiosis,Hydrobiosis budgei,0,0,1,3,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,3,1,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrobiosis,Hydrobiosis centralis,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,3,1,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrobiosis,Hydrobiosis chalcodes,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,1,3,1,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrobiosis,Hydrobiosis charadraea,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,1,0,3,0,0,0,3,2,1,1,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrobiosis,Hydrobiosis clavigera,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,1,2,1,0,3,0,0,0,3,2,1,1,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrobiosis,Hydrobiosis copis,0,0,1,3,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,1,3,1,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrobiosis,Hydrobiosis falcis,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrobiosis,Hydrobiosis frater,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,3,1,0,3,0,0,0,3,2,1,1,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrobiosis,Hydrobiosis gollanis,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,1,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrobiosis,Hydrobiosis harpidiosa,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,1,0,3,0,0,0,3,2,1,1,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrobiosis,Hydrobiosis johnsi,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,1,3,1,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrobiosis,Hydrobiosis kiddi,0,0,3,3,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,1,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrobiosis,Hydrobiosis lindsayi,0,0,1,3,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrobiosis,Hydrobiosis neadelphus,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrobiosis,Hydrobiosis sherleyi,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
Trichoptera,Hydrobiosidae,Hydrobiosis,Hydrobiosis silvicola,0,0,3,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,0,2,2,0,0,3,0,0,0,3,2,0,0,3,0,0,0,0,0,3,0,0,1,3,3,0,0,0,0,0,3
